"Производитель";"Код";"Название";"Наличие"
"Schneider           ";"GSL000399                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, АЛЮМИНИЙ ";"4.00"
"Schneider           ";"GSL000401                     ";"GLOSSA 1-постовая РАМКА, ТИТАН          ";"149.00"
"Schneider           ";"GSL000402                     ";"GLOSSA 2-постовая РАМКА, ТИТАН          ";"82.00"
"Schneider           ";"GSL000403                     ";"GLOSSA 3-постовая РАМКА,,ТИТАН          ";"32.00"
"Schneider           ";"GSL000404                     ";"GLOSSA 4-постовая РАМКА, ТИТАН          ";"24.00"
"Schneider           ";"GSL000405                     ";"GLOSSA 5-постовая РАМКА, ТИТАН          ";"7.00"
"Schneider           ";"GSL000406                     ";"GLOSSA 2-постовая РАМКА, верт, ТИТАН    ";"8.00"
"Schneider           ";"GSL000411                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, 10";"169.00"
"Schneider           ";"GSL000412                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, 10";"6.00"
"Schneider           ";"GSL000413                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"57.00"
"Schneider           ";"GSL000420                     ";"РОЗЕТКА двойная б/з, в сборе, ТИТАН     ";"130.00"
"Schneider           ";"GSL000424                     ";"РОЗЕТКА двойная с/з, в сборе, ТИТАН     ";"92.00"
"Schneider           ";"GSL000431                     ";"3-кл  ВЫКЛЮЧАТЕЛЬ, сх.3, ТИТАН          ";"22.00"
"Schneider           ";"GSL000436                     ";"GLOSSA СВЕТОРЕГУЛЯТОР (диммер) универсал";"2.00"
"Schneider           ";"GSL000441                     ";"РОЗЕТКА без з/к, 16А, мех., ТИТАН       ";"220.00"
"Schneider           ";"GSL000442                     ";"GLOSSA РОЗЕТКА с заземлением, 16А, в сбо";"1.00"
"Schneider           ";"GSL000443                     ";"GLOSSA РОЗЕТКА с заземлением, ТИТАН     ";"89.00"
"Schneider           ";"GSL000445                     ";"РОЗЕТКА 2P+E  с/шт.  ТИТАН              ";"1.00"
"Schneider           ";"GSL000448                     ";"GLOSSA РОЗЕТКА с заземлением со шторками";"2.00"
"Schneider           ";"GSL000451                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5,  ТИТАН          ";"200.00"
"Schneider           ";"GSL000453                     ";"2-кл ВЫКЛ подсв., сх.5а,10АХ,мех., ТИТАН";"38.00"
"Schneider           ";"GSL000461                     ";"1-кл ПЕРЕКЛ, сх.6, 10АХ, мех., ТИТАН    ";"43.00"
"Schneider           ";"GSL000465                     ";"2-клав ПЕРЕКЛ, сх.6, ТИТАН              ";"5.00"
"Schneider           ";"GSL000471                     ";"Перекр ПЕРЕКЛЮЧ, сх.7, 10АХ, ТИТАН      ";"7.00"
"Schneider           ";"GSL000481K                    ";"РОЗЕТКА  RJ45 кат.5E, ТИТАН             ";"25.00"
"Schneider           ";"GSL000481T                    ";"GLOSSA РОЗЕТКА телефонная RJ11, ТИТАН   ";"10.00"
"Schneider           ";"GSL000491                     ";"TV РОЗЕТКА оконечная 1DB, ТИТАН         ";"23.00"
"Schneider           ";"GSL000493                     ";"GLOSSA TV АНТЕННА коннектор, механизм, Т";"10.00"
"Schneider           ";"GSL000497                     ";"GLOSSA TV-SAT РОЗЕТКА оконечная 1DB, мех";"6.00"
"Schneider           ";"GSL000499                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, ТИТАН    ";"5.00"
"Schneider           ";"GSL000501                     ";"GLOSSA 1-постовая РАМКА, ДЕРЕВО ДУБ     ";"70.00"
"Schneider           ";"GSL000502                     ";"2-постовая РАМКА, , ДЕРЕВО ДУБ          ";"25.00"
"Schneider           ";"GSL000503                     ";"3-п  РАМКА, гориз, ДЕРЕВО ДУБ           ";"23.00"
"Schneider           ";"GSL000504                     ";"4-п  РАМКА, гориз, ДЕРЕВО ДУБ           ";"12.00"
"Schneider           ";"GSL000505                     ";"5-п  РАМКА, гориз, ДЕРЕВО ДУБ           ";"5.00"
"Schneider           ";"GSL000511                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, ДЕ";"57.00"
"Schneider           ";"GSL000513                     ";"1-клав ВЫКЛ с подсв, сх.1а ,ДЕРЕВО ДУБ  ";"11.00"
"Schneider           ";"GSL000520                     ";"РОЗЕТКА 2X2P в сборе, ДЕРЕВО ДУБ        ";"15.00"
"Schneider           ";"GSL000524                     ";"РОЗЕТКА 2x2P+E, в сборе, Дерево Дуб     ";"6.00"
"Schneider           ";"GSL000541                     ";"РОЗЕТКА без з/к, 16А, мех., ДЕР. ДУБ    ";"15.00"
"Schneider           ";"GSL000543                     ";"GLOSSA РОЗЕТКА 2P+E , ДЕРЕВО ДУБ        ";"71.00"
"Schneider           ";"GSL000546                     ";"РОЗЕТКА с з/к шт с кр,16А,IP20,в сб.,ДУБ";"5.00"
"Schneider           ";"GSL000551                     ";"2-кл  ВЫКЛЮЧАТЕЛЬ, сх.5, ДЕРЕВО ДУБ     ";"24.00"
"Schneider           ";"GSL000553                     ";"2-кл ВЫКЛ с подсв.,сх.5а,10АХ,мех., ДУБ ";"14.00"
"Schneider           ";"GSL000561                     ";"1-кл ПЕРЕКЛ, сх.6, 10АХ, мех., ДЕР. ДУБ ";"15.00"
"Schneider           ";"GSL000565                     ";"2-кл ПЕРЕКЛ, сх.6, 10АХ, мех., ДЕР. ДУБ ";"6.00"
"Schneider           ";"GSL000581K                    ";"РОЗЕТКА комп.RJ45 кат.5E, мех.,ДЕР. ДУБ ";"15.00"
"Schneider           ";"GSL000591                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, ДЕРЕВО ";"21.00"
"Schneider           ";"GSL000601                     ";"1-постовая РАМКА, ПЕРЛАМУТРОВЫЙ         ";"408.00"
"Schneider           ";"GSL000602                     ";"2-постовая РАМКА, ПЕРЛАМУТРОВЫЙ         ";"102.00"
"Schneider           ";"GSL000603                     ";"GLOSSA 3-постовая РАМКА, горизонтальная,";"48.00"
"Schneider           ";"GSL000604                     ";"GLOSSA 4-постовая РАМКА, гор, ПЕРЛАМУТР ";"32.00"
"Schneider           ";"GSL000605                     ";"GLOSSA 5-пост РАМКА, гори, ПЕРЛАМУТР    ";"14.00"
"Schneider           ";"GSL000606                     ";"GLOSSA 2-постовая РАМКА, вертикальная, П";"11.00"
"Schneider           ";"GSL000608                     ";"GLOSSA 4-п РАМКА, верт, ПЕРЛАМУТР       ";"5.00"
"Schneider           ";"GSL000611                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.1, 10";"184.00"
"Schneider           ";"GSL000613                     ";"1-кл ВЫКЛ с подсв. сх.1а, 10А ПЕРЛАМУТР ";"11.00"
"Schneider           ";"GSL000620                     ";"GLOSSA РОЗЕТКА двойная без заземления,16";"42.00"
"Schneider           ";"GSL000624                     ";"РОЗЕТКА 2x2P+E, в сборе, Перламутр      ";"35.00"
"Schneider           ";"GSL000626                     ";"РОЗЕТКА дв.с ЗК со шт.,16А ПЕРЛАМУТР    ";"1.00"
"Schneider           ";"GSL000631                     ";"3-кл ВЫКЛЮЧАТЕЛЬ, сх.3, 10АХ, м-зм ПЕРЛА";"25.00"
"Schneider           ";"GSL000634                     ";"СВЕТОРЕГУЛЯТОР (диммер) поворотны       ";"1.00"
"Schneider           ";"GSL000641                     ";"GLOSSA РОЗЕТКА без заземления, 16А, меха";"43.00"
"Schneider           ";"GSL000643                     ";"РОЗЕТКА 2P+E, 16А, механизм, ПЕРЛАМУТР  ";"217.00"
"Schneider           ";"GSL000645                     ";"РОЗЕТКА 2P+E, 16А, шт, 16А, ПЕРЛАМУТР   ";"35.00"
"Schneider           ";"GSL000646                     ";"Розетка с/з шт с крышкой, 16А, IP20, в с";"17.00"
"Schneider           ";"GSL000648                     ";"Розетка с/з шт с крышкой, 16А, IP44, в с";"3.00"
"Schneider           ";"GSL000651                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5,  ПЕРЛАМУТР      ";"95.00"
"Schneider           ";"GSL000653                     ";"2-кл. ВЫКЛЮЧАТЕЛЬ с подсв,мех, ПЕРЛАМУТР";"21.00"
"Schneider           ";"GSL000661                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"48.00"
"Schneider           ";"GSL000663                     ";"GLOSSA 1-кл.ПЕРЕКЛ.с подсв.сх.6а,10АХ   ";"4.00"
"Schneider           ";"GSL000665                     ";"GLOSSA 2-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"25.00"
"Schneider           ";"GSL000671                     ";"Перекр ПЕРЕКЛЮЧ, сх.7, 10АХ, ПЕРЛАМУТРОВ";"18.00"
"Schneider           ";"GSL000691                     ";"TV РОЗЕТКА окон. 1DB, м-зм, ПЕРЛАМУТР   ";"30.00"
"Schneider           ";"GSL000699                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, ПЕРЛАМУТР";"13.00"
"Schneider           ";"GSL000701                     ";"GLOSSA 1-постовая РАМКА, АНТРАЦИТ       ";"397.00"
"Schneider           ";"GSL000702                     ";"2-постовая РАМКА, гориз, АНТРАЦИТ       ";"445.00"
"Schneider           ";"GSL000703                     ";"3-постовая РАМКА, гориз, АНТРАЦИТ       ";"59.00"
"Schneider           ";"GSL000704                     ";"4-постовая РАМКА, гориз, АНТРАЦИТ       ";"9.00"
"Schneider           ";"GSL000705                     ";"5-постовая РАМКА, гориз, АНТРАЦИТ       ";"23.00"
"Schneider           ";"GSL000711                     ";"1-кл ВЫКЛЮЧАТЕЛЬ, сх.1, 10АХ, м-зм ,АНТР";"175.00"
"Schneider           ";"GSL000713                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ с подсв. ";"36.00"
"Schneider           ";"GSL000720                     ";"GLOSSA РОЗЕТКА двойная без заземления,16";"2.00"
"Schneider           ";"GSL000724                     ";"РОЗЕТКА дв.с з/к, в сб., АНТРАЦИТ       ";"47.00"
"Schneider           ";"GSL000731                     ";"GLOSSA 3-клавишный ВЫКЛЮЧАТЕЛЬ, сх.3, 10";"13.00"
"Schneider           ";"GSL000741                     ";"РОЗЕТКА без з/к., АНТРАЦИТ              ";"136.00"
"Schneider           ";"GSL000743                     ";"РОЗЕТКА с заземл, 16А, мех-зм, АНТРАЦ   ";"335.00"
"Schneider           ";"GSL000746                     ";"РОЗЕТКА с заз со шт с крышкой АНТРАЦИТ  ";"2.00"
"Schneider           ";"GSL000751                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, АНТРАЦИТ        ";"80.00"
"Schneider           ";"GSL000753                     ";"2-кл. ВЫКЛЮЧАТЕЛЬ с подсв,мех, АНТРАЦИТ ";"6.00"
"Schneider           ";"GSL000761                     ";"1-кл ПЕРЕКЛЮЧАТЕЛЬ, АНТРАЦИТ            ";"23.00"
"Schneider           ";"GSL000781K                    ";"GLOSSA РОЗЕТКА компьютерная RJ45 кат.5E,";"2.00"
"Schneider           ";"GSL000791                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, механиз";"30.00"
"Schneider           ";"GSL000799                     ";"GLOSSA ВЫВОД КАБЕЛЯ, механизм, АНТРАЦИТ ";"4.00"
"Schneider           ";"GSL000801                     ";"GLOSSA 1-постовая РАМКА, ШОКОЛАД        ";"183.00"
"Schneider           ";"GSL000802                     ";"GLOSSA 2-п РАМКА, гориз, ШОКОЛАД        ";"28.00"
"Schneider           ";"GSL000803                     ";"GLOSSA 3-п РАМКА, гориз, ШОКОЛАД        ";"9.00"
"Schneider           ";"GSL000804                     ";"GLOSSA 4-постовая РАМКА, горизонтальная,";"18.00"
"Schneider           ";"GSL000805                     ";"GLOSSA 5-п РАМКА, ,гориз.ШОКОЛАД        ";"9.00"
"Schneider           ";"GSL000811                     ";"GLOSSA 1-клавишный ВЫКЛ, сх.1, ШОКОЛАД  ";"141.00"
"Schneider           ";"GSL000813                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ с подсв. ";"6.00"
"Schneider           ";"GSL000820                     ";"GLOSSA РОЗЕТКА двойная без заземления,16";"24.00"
"Schneider           ";"GSL000824                     ";"РОЗЕТКА 2x2P+E, в сборе, Шоколад        ";"28.00"
"Schneider           ";"GSL000826                     ";"GLOSSA РОЗЕТКА дв.с ЗК со шт.,16А       ";"2.00"
"Schneider           ";"GSL000831                     ";"GLOSSA 3-клавишный ВЫКЛЮЧАТЕЛЬ, сх.3, 10";"6.00"
"Schneider           ";"GSL000841                     ";"GLOSSA РОЗЕТКА без заземления, 16А, меха";"3.00"
"Schneider           ";"GSL000843                     ";"GLOSSA РОЗЕТКА с з/к, ШОКОЛАД           ";"123.00"
"Schneider           ";"GSL000846                     ";"GLOSSA РОЗЕТКА с ЗК со шт.с кр.,16А,IP20";"8.00"
"Schneider           ";"GSL000848                     ";"GLOSSA РОЗЕТКА с ЗК со шт.с кр.,16А,IP44";"5.00"
"Schneider           ";"GSL000851                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, ШОКОЛАД         ";"45.00"
"Schneider           ";"GSL000853                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ с подсв. ";"7.00"
"Schneider           ";"GSL000861                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ, сх.6, ";"12.00"
"Schneider           ";"GSL000871                     ";"перекр. ПЕРЕКЛ., сх.7, 10АХ, мех.ШОКОЛАД";"12.00"
"Schneider           ";"GSL000881K                    ";"GLOSSA РОЗЕТКА компьютерная RJ45 кат.5E,";"12.00"
"Schneider           ";"GSL000885KK                   ";"РОЗЕТКА  RJ45+RJ45, 5E, мех, ШОКОЛАД    ";"5.00"
"Schneider           ";"GSL000891                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, механиз";"5.00"
"Schneider           ";"GSL000901                     ";"GLOSSA 1-постовая РАМКА, МОЛОЧНЫЙ       ";"46.00"
"Schneider           ";"GSL000902                     ";"GLOSSA 2-постовая РАМКА,  МОЛОЧНЫЙ      ";"18.00"
"Schneider           ";"GSL000903                     ";"GLOSSA 3-постовая РАМКА, МОЛОЧНЫЙ       ";"7.00"
"Schneider           ";"GSL000904                     ";"GLOSSA 4-постовая РАМКА,МОЛОЧНЫЙ        ";"2.00"
"Schneider           ";"GSL000905                     ";"GLOSSA 5-постовая РАМКА, МОЛОЧНЫЙ       ";"1.00"
"Schneider           ";"GSL000911                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ,сх.1,10AX";"29.00"
"Schneider           ";"GSL000913                     ";"GLOSSA 1-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"20.00"
"Schneider           ";"GSL000924                     ";"РОЗЕТКА 2x2P+E, в сборе, МОЛОЧНЫЙ       ";"10.00"
"Schneider           ";"GSL000943                     ";"GLOSSA РОЗЕТКА 2P+E ,МОЛОЧНЫЙ           ";"32.00"
"Schneider           ";"GSL000951                     ";"2-кл ВЫКЛЮЧАТЕЛЬ, сх.5, МОЛОЧНЫЙ        ";"22.00"
"Schneider           ";"GSL000953                     ";"GLOSSA 2-клавишный ВЫКЛЮЧАТЕЛЬ с подсвет";"20.00"
"Schneider           ";"GSL000961                     ";"GLOSSA 1-клавишный ПЕРЕКЛЮЧАТЕЛЬ,сх.6,10";"20.00"
"Schneider           ";"GSL000981K                    ";"GLOSSA РОЗЕТКА компьютерная RJ45 кат.5E,";"11.00"
"Schneider           ";"GSL000991                     ";"GLOSSA TV РОЗЕТКА оконечная 1DB, механиз";"7.00"
"Schneider           ";"GSL001001                     ";"1-постовая РАМКА, ФИСТАШКОВЫЙ           ";"3.00"
"Schneider           ";"GSL001006                     ";"GLOSSA 2-постовая РАМКА, вертикальная, Ф";"1.00"
